,ID,name,email,field
2173,5446768,Somalee Datta,Alexandra.Smith@hopkins.org,Regular school
2174,145882108,J. Posada,Kelsey.Graham@mendoza.com,Regular school
2175,1587676605,Garrick Olson,Heather.Mccormick@chavez.com,Regular school
2176,2108689288,Wencheng Li,Philip.Burke@johnston.info,Alternative Education School
2177,1500544912,Ciaran O'Reilly,Jeffrey.Nguyen@pierce-potter.info,Regular school
2178,2081591992,Deepa Balraj,Kristy.Morris@ponce.com,Regular school
2179,15291510,Joseph Mesterhazy,Nancy.Kennedy@murphy.com,Regular school
2180,1587802648,Joseph Pallas,Lindsey.Lewis@gonzales.com,Regular school
2181,2057113353,Priyamvada Desai,James.Monroe@davis.com,Regular school
2182,143665076,N. Shah,Joseph.Melendez@rodriguez.com,Regular school
2183,145872183,Huadong Guo,Katie.Mcbride@rosario.com,Regular school
2184,2087749667,Dong Liang,Amy.Walters@martinez.info,Regular school
2185,2196719,M. Craglia,Caitlin.Ramirez@brandt.biz,Regular school
2186,2108594617,Lizhe Wang,Susan.Wallace@hodge.com,Regular school
2187,1681824,S. Schade,Mary.Macdonald@edwards-williams.com,Regular school
2188,2074418,C. Corbane,Connor.Meyer@olsen.org,Regular school
2189,3327178,G. He,Kenneth.Cain@rangel.net,Regular school
2190,1981923,M. Pesaresi,Keith.Neal@pope-smith.com,Regular school
2191,46276515,Jianhui Li,Carmen.Weiss@horton-cannon.biz,Regular school
2192,23536395,Zeeshan Shirazi,Jonathan.Parker@davis.com,Regular school
2193,2146650970,Jie Liu,Lisa.Dunn@marquez.net,Regular school
2194,12761970,A. Annoni,Ashley.Harrison@glass.com,Regular school
2195,88817685,Saeed Nosratabadi,Thomas.Wilson@guzman.com,Regular school
2196,3081489,A. Mosavi,Karen.Jones@martin.com,Regular school
2197,7817034,Puhong Duan,Deborah.Knapp@acosta.net,Regular school
2198,2370080,Pedram Ghamisi,Jennifer.Monroe@zamora.biz,Regular school
2199,29619587,Ferdinánd Filip,Christopher.Adams@hill-benson.com,Regular school
2200,1955932190,Shahab S. Band,Nicholas.Crosby@smith.net,Regular school
2201,40534939,U. Reuter,Frank.Jackson@hernandez-mcdaniel.com,Regular school
2202,143931014,João Gama,Madison.Myers@watson.info,Career and Technical School
2203,31904485,Samir Passi,Scott.Harper@baker.com,Regular school
2204,1771108,Phoebe Sengers,Katie.Harris@owens.org,Regular school
2205,1783400,P. Combettes,Cody.Gutierrez@johnson.com,Regular school
2206,1737505,J. Pesquet,Corey.Huerta@smith.biz,Alternative Education School
2207,1397958668,L. Maier-Hein,Cathy.Leonard@smith.com,Regular school
2208,145472146,M. Wagner,Erika.Williamson@garcia-copeland.biz,Regular school
2209,118012992,T. Ross,Adam.Nunez@rodriguez.net,Regular school
2210,47131776,Annika Reinke,Nathan.Mcknight@payne.com,Regular school
2211,2462340,S. Bodenstedt,Madeline.Torres@burns.com,Regular school
2212,93088018,Peter M. Full,Sara.Cummings@hernandez.com,Regular school
2213,1585780832,Hellena Hempe,Carol.Payne@smith.net,Regular school
2214,65841662,D. Filimon,Nancy.Ingram@silva.com,Regular school
2215,2062880835,Patrick Scholz,Susan.Walsh@hopkins.net,Regular school
2216,1585890027,T. Tran,Stacey.Cooper@taylor-gonzalez.info,Regular school
2217,51903792,Pierangela Bruno,Frank.Hart@taylor.org,Special education school
2218,1679990966,A. Kisilenko,Billy.Galloway@carr.info,Regular school
2219,2067885689,Benjamin Müller,Jeffrey.Gardner@barnett.biz,Alternative Education School
2220,1679990969,Tornike Davitashvili,Bryan.Schroeder@mitchell.org,Regular school
2221,1679974988,Manuela Capek,Robert.Watson@mcdonald-mccarthy.com,Regular school
2222,14332753,M. Tizabi,Alexa.Harris@kelly.org,Regular school
2223,33751657,Matthias Eisenmann,Erica.Vance@marshall-harris.com,Regular school
2224,144784171,T. Adler,Joshua.Griffin@rojas-olson.org,Regular school
2225,9587758,J. Gröhl,Kelly.Lester@nguyen.biz,Regular school
2226,1680042085,Melanie Schellenberg,Holly.Harris@sullivan-smith.biz,Regular school
2227,90487550,S. Seidlitz,Frank.Bright@garza-ball.biz,Regular school
2228,2052777412,T. Y. E. Lai,Eric.Nguyen@espinoza.com,Regular school
2229,1380212948,Veith Roethlingshoefer,Thomas.Wallace@rodriguez-sweeney.info,Regular school
2230,32630778,Fabian Both,Shaun.Ware@fisher.net,Regular school
2231,3070293,Sebastian Bittel,Seth.Mclaughlin@mills.com,Regular school
2232,1679992383,M. Mengler,Theodore.Brooks@saunders-myers.com,Regular school
2233,3452213,M. Apitz,Janet.Nichols@terry.org,Special education school
2234,47515221,S. Speidel,Joseph.Lam@gross-hall.com,Regular school
2235,1711534,H. Kenngott,Jerry.Fisher@pennington.com,Special education school
2236,1390139613,B. Müller-Stich,Christopher.Vasquez@clark-martin.com,Regular school
2237,2944292,Parikshit Ram,Jorge.Edwards@chambers-little.biz,Regular school
2238,143774641,Werner Geyer,Christina.Guzman@robinson.org,Regular school
2239,2411702,Y. Tausczik,Natalie.Hall@allen.com,Regular school
2240,1756353,Horst Samulowitz,David.Atkinson@edwards-cooper.net,Regular school
2241,2055386592,Alexander G. Gray,Michelle.Harris@gregory.com,Regular school
2242,1706010,C. Brunsdon,Eric.Gould@lawson.com,Regular school
2243,48982395,A. Comber,Jamie.Bell@phillips.com,Regular school
2244,144440084,Michael J. Muller,Kathy.Taylor@ferguson-sandoval.com,Regular school
2245,73685318,Ingrid Lange,Andrew.Hernandez@martin-jones.org,Regular school
2246,2752280,David Piorkowski,Joshua.Peterson@williams.com,Regular school
2247,2052949,Jason Tsay,Savannah.Moore@turner.info,Regular school
2248,144921048,Q. Liao,Jason.Bond@hansen-lopez.biz,Regular school
2249,32421869,T. Erickson,Shari.Griffin@young.com,Regular school
2250,2737693,A. Berti,Denise.Strong@smith.biz,Regular school
2251,2775146,S. V. Zelst,James.Morrison@freeman.com,Regular school
2252,145898058,Wil M.P. van der Aalst,Zachary.Clayton@richardson-adams.com,Regular school
2253,2148761004,Longbing Cao,Keith.Gilbert@santos.com,Regular school
2254,153096457,Qiang Yang,Matthew.Pineda@austin.com,Regular school
2255,144019071,Philip S. Yu,Kelli.Kelly@jones.com,Regular school
2256,2290666403,Helen Davidge,John.Miller@estes.biz,Regular school
2257,9147815,M. Alloghani,Rachel.Dodson@robinson.com,Alternative Education School
2258,1398585056,D. Al-Jumeily,Joy.Martinez@cole.biz,Regular school
2259,123894038,J. Mustafina,Juan.Wood@martinez-patrick.com,Regular school
2260,145463079,A. Hussain,William.Gonzalez@smith-lopez.biz,Regular school
2261,2013933,A. Aljaaf,Rachel.Murphy@russell.com,Regular school
2262,2441164,R. Irizarry,Dakota.Macdonald@reyes-todd.biz,Regular school
2263,145106564,Thomas Donoghue,Tonya.Smith@sanchez-king.com,Regular school
2264,1961145,Bradley Voytek,Dawn.Gilbert@mckee.info,Regular school
2265,2068671667,Shannon E. Ellis,David.Marquez@west.info,Regular school
2266,1812881,Runze Li,Linda.Johnson@carroll-jackson.com,Regular school
2267,153884534,Cun-Hui Zhang,Alexander.Wiggins@ochoa.com,Regular school
2268,48861660,H. Zou,Dalton.Adams@white.com,Regular school
2269,3212908,Daniel L. Oberski,Eric.Miller@white-boyle.com,Regular school
2270,145525190,J. Pei,Sherri.Curry@davis-brown.biz,Regular school
2271,144923779,Bin Yu,Denise.Taylor@smith.com,Regular school
2272,14024326,Fabian Ruehle,Cody.Thompson@flores.com,Regular school
2273,3077876,Zeynep Engin,William.Thomas@olson.com,Regular school
2274,1761192,P. Treleaven,Anthony.Miller@aguirre.com,Regular school
2275,1398914668,Mine Çetinkaya-Rundel,Meredith.Becker@kennedy-johnson.com,Regular school
2276,31453285,Victoria Ellison,Charles.Frye@fields.info,Regular school
2277,5178086,A. Chiolero,Christopher.Pratt@blake-everett.org,Regular school
2278,144795713,D. Buckeridge,Michael.Mcdowell@newman-wheeler.com,Alternative Education School
2279,3428490,Mark Raasveldt,Linda.Reid@taylor-cline.net,Special education school
2280,3011964,H. Mühleisen,Tami.Smith@owen.com,Regular school
2281,1666420491,Anamaria Crisan,Jamie.Gomez@adams.com,Regular school
2282,1409493802,Brittany Fiore-Gartland,Melissa.Stewart@barnett.com,Regular school
2283,2441204,Melanie Tory,Amy.Perez@stevens.com,Regular school
2284,1413944992,Aimee Schwab-McCoy,Craig.Lee@anderson.com,Regular school
2285,27492553,C. Baker,Cory.Francis@riley-morrison.com,Regular school
2286,2058680586,Rebecca E. Gasper,Ian.Daniel@diaz.info,Regular school
2287,2061800818,Cecilia M. Aragon,Lisa.Smith@perkins-murray.com,Regular school
2288,2345714,Shion Guha,Emily.Huynh@cantu.org,Regular school
2289,33049547,M. Kogan,Christopher.Wallace@greene.com,Regular school
2290,37998480,Gina Neff,Michelle.Arias@armstrong-williams.org,Regular school
2291,51906013,Cathrine F. Seidelin,Terry.Rose@delgado-hansen.info,Regular school
2292,3214594,Katie Shilton,Susan.Parks@black-rodriguez.net,Regular school
2293,10835407,A. Tanweer,Anthony.Rivera@james.com,Regular school
2294,2598812,V. Stodden,Jillian.Gonzalez@rodriguez.biz,Regular school
2295,47714322,J. Polonsky,Bianca.Ryan@mitchell.org,Regular school
2296,6565832,A. Baidjoe,Danielle.Armstrong@sanchez.com,Regular school
2297,5365043,Zhian N. Kamvar,Shannon.Turner@shelton-clark.com,Regular school
2298,2120479,A. Cori,Tammy.Hunt@mitchell.net,Regular school
2299,39117790,K. Durski,Allison.Roach@boyd-hunt.biz,Regular school
2300,47647620,W. Edmunds,Sara.Moore@bush-campbell.com,Regular school
2301,4673329,R. Eggo,Martin.Johnson@newman.com,Regular school
2302,2262177,S. Funk,Rachael.Turner@hamilton.com,Regular school
2303,143836878,L. Kaiser,Charles.Patterson@smith.com,Regular school
2304,47508912,P. Keating,Lisa.Mayer@mccarthy.com,Regular school
2305,4240127,O. Waroux,Kristine.Wise@fox.net,Regular school
2306,1615829619,M. Marks,Jennifer.White@jones-bridges.com,Regular school
2307,46673132,P. Moraga,Diana.Brown@gonzales.com,Regular school
2308,145026617,O. Morgan,Michael.Pugh@fisher.org,Regular school
2309,2337651,P. Nouvellet,Frank.Floyd@fisher-herman.com,Regular school
2310,50272146,R. Ratnayake,Stanley.Bautista@obrien.net,Regular school
2311,6456015,C. Roberts,Tiffany.Olson@reid.com,Regular school
2312,2105830200,J. Whitworth,Courtney.Hart@woods.net,Regular school
2313,2980450,T. Jombart,Jerry.Weber@bean-spencer.com,Regular school
2314,49955399,Y. Bao,Max.Frost@ward.com,Regular school
2315,49865252,Zhicheng Chen,Amy.Hill@white-castro.info,Regular school
2316,46199115,Shiyin Wei,Dawn.Wilson@hudson-tran.info,Regular school
2317,2115684309,Yang Xu,Kenneth.Mcdonald@richmond-mooney.com,Regular school
2318,48859109,Zhiyi Tang,Donald.Diaz@hernandez-cochran.com,Regular school
2319,1709392,D. Donoho,Sherry.Burton@bailey.biz,Regular school
2320,40328200,N. Sathi,Tyrone.Prince@smith.net,Regular school
2321,3052733,A. Sathi,David.Davis@dixon-ramos.com,Regular school
2322,2630296,Sean Kross,Ana.James@key.info,Regular school
2323,33270118,Philip J. Guo,Brittany.Compton@snyder.biz,Regular school
2324,40237241,Matthias Boehm,Diana.Johnson@phelps-smith.com,Regular school
2325,1388063052,I. Antonov,James.Martin@davis.com,Regular school
2326,33641807,Mark Dokter,Lisa.Norman@wilson-molina.com,Regular school
2327,1388063044,Robert Ginthoer,Michelle.Russell@thomas.info,Regular school
2328,1388063032,Kevin Innerebner,Jesse.Green@craig-graham.biz,Regular school
2329,2083651327,Florijan Klezin,Brian.Meyer@morton.info,Regular school
2330,48965924,Stefanie N. Lindstaedt,Virginia.Green@parsons.biz,Regular school
2331,39454224,Arnab Phani,Nicole.Crawford@chapman.com,Regular school
2332,2053062532,Benjamin Rath,Gregory.Meyer@guzman-jones.com,Regular school
2333,2541723,J. Prüfer,Robert.Fisher@fletcher.net,Regular school
2334,52113800,Patricia Prüfer,Karen.Wolfe@sullivan-brooks.com,Regular school
2335,2027648,J. Saltz,Richard.Armstrong@mahoney-owens.info,Regular school
2336,2065605006,Neil I. Dewar,Amanda.Sawyer@martinez.biz,Regular school
2337,83201140,Kevin M. Mendez,Dawn.Paul@miller.com,Regular school
2338,2313947,L. Pritchard,Brian.Beck@west.com,Regular school
2339,4114666,S. Reinke,Rachel.Johnson@sullivan.com,Regular school
2340,49934155,D. Broadhurst,Michaela.Barr@davis.com,Regular school
2341,1700173,G. Blair,Ricardo.Cross@figueroa-shepherd.net,Regular school
2342,144598189,P. Henrys,Laura.Morse@mckee.com,Special education school
2343,20520552,A. Leeson,Matthew.Drake@hughes.net,Alternative Education School
2344,49186479,J. Watkins,Linda.Hartman@robinson.com,Regular school
2345,11805340,E. Eastoe,Jennifer.Vasquez@acosta.net,Regular school
2346,153809986,S. Jarvis,Rickey.Martinez@fox.org,Regular school
2347,1922284334,P. Young,Amy.Estrada@harris-haas.com,Alternative Education School
2348,145262829,Melanie Feinberg,Patrick.Thompson@robles.com,Career and Technical School
2349,2055859311,Timothy George,Stephanie.Baker@norman-hill.biz,Regular school
2350,1685522,S. Jackson,Jessica.Mendoza@castro-castro.biz,Regular school
2351,1688844,Bonnie E. John,April.Brown@randolph.org,Regular school
2352,2874726,Mary Beth Kery,Jonathan.Carter@myers-smith.com,Regular school
2353,32826718,Henry E. Brady,Tracy.James@henderson-benitez.com,Regular school
2354,65991810,Alexandre Ribas Semeler,Jacob.Johnson@gonzalez-kent.com,Regular school
2355,2082407039,A. L. Pinto,Sara.Rodriguez@larson-james.com,Regular school
2356,2085348595,Helen Beatriz Frota Rozados,Melissa.Barker@oliver.com,Regular school
2357,51208883,J. McPadden,Joseph.Smith@campbell.biz,Regular school
2358,48946116,T. Durant,Dawn.Goodman@cowan.info,Regular school
2359,5328311,Dustin R. Bunch,Jeffery.Stokes@mendez.com,Regular school
2360,38385690,A. Coppi,Rachel.Leblanc@bender.com,Regular school
2361,144696683,Nathaniel Price,Lauren.Bennett@terrell.org,Alternative Education School
2362,15671883,Kris Rodgerson,Noah.Jackson@jensen.com,Regular school
2363,51219288,C. Torre,Tiffany.Bruce@singleton-harrington.com,Regular school
2364,1412757151,William Byron,Christopher.Mcclure@kirk.com,Regular school
2365,2474559,A. Hsiao,Travis.Mcmahon@lopez-perkins.biz,Regular school
2366,2467795,H. Krumholz,Jimmy.Cruz@jackson.biz,Regular school
2367,14677344,W. Schulz,Elizabeth.Mendez@pena.com,Regular school
2368,1403076106,Michelle Wilkerson,Victoria.Bray@brown-evans.com,Regular school
2369,145750440,J. Polman,Alicia.Snyder@fitzgerald-dixon.com,Alternative Education School
2370,152575374,Fábio C. P. Navarro,Gary.Bean@moore-dennis.com,Regular school
2371,1699259,Hussein Mohsen,Karen.Petersen@williams-adams.com,Special education school
2372,34764116,Chengfei Yan,John.Johnson@salazar.com,Regular school
2373,3291146,Shantao Li,Scott.Miller@davis.com,Regular school
2374,39345350,Mengting Gu,Lisa.Nelson@wells.com,Regular school
2375,41219567,W. Meyerson,Timothy.Rubio@smith-case.com,Regular school
2376,1717018,M. Gerstein,Michael.Lowery@schultz.net,Regular school
2377,3277480,F. Archetti,Richard.Reid@collins.biz,Regular school
2378,48697039,Antonio Candelieri,Terry.Jones@thompson-christensen.com,Special education school
2379,47628266,F. Creutzig,Juan.Cooper@reese.com,Regular school
2380,9691982,S. Lohrey,Alicia.Sanchez@martin-carroll.biz,Regular school
2381,48567420,X. Bai,Brian.Riley@leonard.com,Regular school
2382,144070372,A. Baklanov,Erica.Myers@foster-glover.com,Regular school
2383,144239097,R. Dawson,Emma.Johnston@diaz.com,Regular school
2384,35792812,S. Dhakal,Michelle.Hopkins@mcdaniel.com,Regular school
2385,51297621,W. Lamb,Andrew.Nelson@evans.info,Regular school
2386,3681654,T. McPhearson,Laura.Crawford@rodriguez-leonard.com,Regular school
2387,70054515,J. Minx,Douglas.Figueroa@hodges.biz,Regular school
2388,2061038488,Esteban Muñoz,Jerry.Bennett@mcintosh-callahan.info,Regular school
2389,2051372542,Brenna Walsh,Ashley.Adams@whitaker.com,Regular school
2390,4603017,Sudarshan A. Shetty,Steve.Richardson@wilson.org,Regular school
2391,3294751,L. Lahti,Sarah.Anderson@hale-sutton.com,Alternative Education School
2392,39908645,A. Singleton,Cole.Taylor@torres.net,Regular school
2393,1403960481,Daniel Arribas-Bel,Felicia.Hernandez@stokes.com,Regular school
2394,144265063,E. Ford,Brian.Mendez@washington.biz,Regular school
2395,2165530,A. Boyd,Brenda.Gardner@turner-martinez.com,Regular school
2396,15283050,J. Bowles,Brittany.Carlson@moreno.com,Career and Technical School
2397,3365871,A. Havard,Robert.Kirk@fitzgerald.com,Regular school
2398,2303719,R. Aldridge,Emily.Howard@kline-harris.com,Regular school
2399,1778446,V. Curcin,Victoria.Graham@beck.com,Regular school
2400,1916040,M. Greiver,David.Chavez@mccarthy.org,Regular school
2401,4165758,K. Harron,Tony.Santiago@crawford.com,Regular school
2402,12440182,V. Katikireddi,Jason.Miller@weaver.info,Regular school
2403,2059877618,Sarah E. Rodgers,Timothy.Campbell@armstrong.org,Regular school
2404,2715187,M. Sperrin,Jennifer.Barnett@moore.info,Regular school
2405,144481328,Yu Ding,Julie.Walker@garcia.org,Regular school
2406,2072740070,J. Hsu,Jessica.Yates@bowen.com,Regular school
2407,2411193,B. Healy,Kelly.Jones@bass.com,Regular school
2408,145261717,H. Fröhlich,Joshua.Lee@williams.com,Alternative Education School
2409,46916438,R. Balling,Gregory.Pitts@manning.com,Regular school
2410,143998072,O. Kohlbacher,Keith.Murphy@cochran.net,Regular school
2411,46574709,Santosh Kumar,Michael.Hernandez@guzman-ritter.com,Regular school
2412,49370597,Thomas Lengauer,Ryan.Thornton@jones-cohen.com,Regular school
2413,1950729,M. Maathuis,Christopher.Bauer@mills.com,Regular school
2414,1732750,Y. Moreau,Margaret.Smith@hoffman.com,Regular school
2415,144180010,S. Murphy,Patrick.Banks@stephenson.biz,Regular school
2416,1939433,T. Przytycka,Nicholas.King@barnett-dalton.com,Regular school
2417,2739468,M. Rebhan,Jim.Black@williams.com,Regular school
2418,144927159,H. Röst,Thomas.Larson@klein.com,Regular school
2419,145743805,A. Schuppert,Anthony.Anderson@thompson.com,Regular school
2420,145780106,M. Schwab,Ryan.Clark@reyes.info,Alternative Education School
2421,48692032,R. Spang,Ashley.Calderon@garcia-parker.com,Regular school
2422,2225948,D. Stekhoven,Christina.Mills@yoder-martin.com,Regular school
2423,49991208,Jimeng Sun,Andrew.Ramos@morris.com,Regular school
2424,2068134753,A. Weber,Tracy.Sanders@nichols.com,Regular school
2425,2119112,D. Ziemek,Stephanie.Myers@davis.biz,Regular school
2426,1775384,B. Zupan,Victoria.Murphy@palmer.org,Alternative Education School
2427,3240918,S. Dodge,David.Swanson@stuart.info,Regular school
2428,1704242,Dirk P. Kroese,Bryce.Freeman@coffey.org,Regular school
2429,1929279,Z. Botev,Brenda.Norris@gordon.biz,Regular school
2430,1997850,T. Taimre,Brandon.Woods@jacobs.com,Regular school
2431,2168267,Radislav Vaisman,Zachary.Walker@hanson-gonzalez.com,Regular school
2432,2174853,T. Callahan,Robert.Stewart@jensen-forbes.com,Regular school
2433,1410832522,Harrison Pielke-Lombardo,Eric.Chapman@turner.com,Alternative Education School
2434,1389536565,Ignacio J. Tripodi,Mary.Fitzgerald@young.info,Regular school
2435,145720231,L. Hunter,Amber.Dorsey@alvarado.com,Regular school
2436,2525772,A. Danyluk,Tristan.Craig@poole.com,Regular school
2437,38959541,Paul M. Leidig,Logan.Wilson@curry-austin.com,Regular school
2438,144761176,L. Cassel,Lauren.Cole@brown.info,Regular school
2439,3178042,C. Servin,Randall.Davis@griffith.org,Regular school
2440,34814856,R. Peng,Valerie.Andrews@bryant.com,Regular school
2441,1886238,B. Caffo,Bradley.Reed@ayers-french.net,Regular school
2442,23579626,Ira Gooding,Gina.Johnston@baker-pearson.com,Regular school
2443,39501851,Grazia Vicario,Michael.Cain@johnson-mendez.com,Regular school
2444,3209734,S. Virkus,Timothy.Walls@chan.org,Regular school
2445,3047640,E. Garoufallou,Elizabeth.Church@smith.biz,Regular school
2446,49028813,L. Taylor,Sharon.Rivera@martinez.com,Regular school
2447,3473834,Nadezhda Purtova,Lindsay.Williams@clark.com,Regular school
2448,3044529,Leo Liberti,Michael.Gates@snow.com,Regular school
2449,48596333,J. Oliver,Phillip.Bell@williams.com,Regular school
2450,72466489,Chris Kollen,Marissa.Richmond@zimmerman.com,Alternative Education School
2451,79734689,B. Hickson,Sara.Smith@castillo.biz,Regular school
2452,144139288,F. Rios,Robert.Matthews@mitchell-thompson.com,Regular school
2453,2107976569,Gary Smith,Jason.Lane@stevens.com,Regular school
2454,1380506031,J. Cordes,James.Campbell@hudson.net,Regular school
2455,144008442,Jonathan Bright,Jason.Hart@martinez.info,Regular school
2456,36838735,B. Ganesh,Lori.Diaz@brown.com,Regular school
2457,1445301871,Thomas M. Vogl,Charlotte.Bond@richardson.info,Regular school
2458,2548167,A. Karpatne,Stephanie.Ramos@fields.com,Regular school
2459,3119819,G. Atluri,David.Herrera@jones.com,Regular school
2460,1986735,James H. Faghmous,Kimberly.Williams@smith-peterson.com,Regular school
2461,1707756,M. Steinbach,Teresa.Perez@trevino.com,Regular school
2462,144205696,A. Banerjee,Wayne.Jordan@williams-anderson.org,Regular school
2463,143669775,A. Ganguly,Richard.Chandler@williams-grant.net,Regular school
2464,145072875,S. Shekhar,Stephanie.Zimmerman@hunt-turner.org,Regular school
2465,1726428,N. Samatova,Kristen.Williams@robinson.com,Regular school
2466,2107978833,Vipin Kumar,Isabella.Mitchell@schmidt-thompson.com,Alternative Education School
2467,2781539,F. Berman,Eric.White@raymond.com,Regular school
2468,1722400,Rob A. Rutenbar,Erin.Simmons@williamson.biz,Regular school
2469,2341622,B. Hailpern,Michael.Davis@smith.net,Regular school
2470,2105998204,Henrik Christensen,Chloe.Lambert@brooks.com,Regular school
2471,49702692,S. Davidson,Elizabeth.Martin@cooper-murray.com,Regular school
2472,153468945,D. Estrin,Frederick.Acosta@chang.com,Regular school
2473,101251726,Michael J. Franklin,Jerry.Ramirez@thompson.com,Regular school
2474,1708269,M. Martonosi,James.Hill@howard.com,Regular school
2475,2059337676,Padma Raghavan,Howard.Phillips@hoffman-west.com,Regular school
2476,7934073,A. Szalay,Amanda.Sanchez@johnson-larson.com,Regular school
2477,87122962,Ben Green,Brianna.Glenn@miller.com,Regular school
2478,2424441,Andrew L. Ferguson,Tammy.Atkins@martin.net,Regular school
2479,3297552,Randal S. Olson,Michael.Chapman@hodges.com,Regular school
2480,39248319,Nathan Bartley,Donald.Armstrong@hunter.com,Regular school
2481,1800213,R. Urbanowicz,Candice.Kidd@winters-robinson.com,Regular school
2482,152512193,J. Moore,Christopher.Castillo@le.com,Regular school
2483,3206748,L. Igual,Mary.Wolf@wells-liu.net,Regular school
2484,1816112,S. Seguí,Susan.Gibson@calhoun-hughes.com,Regular school
2485,2288483979,Leo Lahti,Frank.Costa@holmes-miller.net,Regular school
2486,1746961,Tim Kraska,Angela.Green@davis.com,Regular school
2487,2994037,P. Kubben,Christopher.Greer@harrington-santos.com,Regular school
2488,1736389,M. Dumontier,Raymond.Washington@lee-hayes.com,Regular school
2489,48742163,A. Dekker,Anne.Morris@arnold.com,Special education school
2490,2110126297,Keisuke Takahashi,Debra.Mullins@evans-lopez.info,Regular school
2491,40445985,Lauren Takahashi,Charlene.Cook@murphy-norton.info,Regular school
2492,47328590,Itsuki Miyazato,Emily.Fox@edwards-ingram.com,Regular school
2493,2112766906,Yuzuru Tanaka,Ryan.Wise@reyes.com,Regular school
2494,1684641,C. Weihs,Latasha.Garcia@west-frank.com,Regular school
2495,2079028,K. Ickstadt,Kyle.Spencer@jones-dodson.com,Regular school
2496,50469411,R. D. Veaux,Sara.Cook@villarreal.biz,Alternative Education School
2497,2054506573,Mahesh Agarwal,Michelle.Osborne@turner.net,Regular school
2498,71566309,Maia Averett,Thomas.Fisher@cook-ochoa.biz,Regular school
2499,3222316,B. Baumer,Luke.Miller@wright-mccoy.net,Regular school
2500,144392054,Andrew Bray,Amy.Soto@walsh.com,Regular school
2501,2064193,T. Bressoud,Teresa.Anderson@williams.info,Regular school
2502,7822425,Lance Bryant,Ann.Smith@williams-adams.com,Regular school
2503,2110384621,Lei Cheng,Terry.Murphy@garcia.org,Regular school
2504,2064227187,Amanda Francis,Heather.Gonzalez@taylor.com,Regular school
2505,34857486,R. Gould,Valerie.Brown@green.biz,Regular school
2506,21353595,Albert Y. Kim,Ashley.Lee@cain.org,Regular school
2507,9428866,Matt Kretchmar,Sean.Gray@bailey.com,Regular school
2508,2117524113,Qin Lu,Tonya.Willis@vargas-chen.info,Regular school
2509,52104314,Ann Moskol,James.Sullivan@moore.com,Regular school
2510,144336939,D. Nolan,Michael.Bowen@martinez.com,Regular school
2511,143935741,Roberto Pelayo,Jason.Rogers@ortega.com,Regular school
2512,71154894,Sean Raleigh,Anthony.Sparks@moss-holder.com,Regular school
2513,2581042,Ricky J. Sethi,Amanda.Moore@dyer.org,Regular school
2514,10192726,Mutiara Sondjaja,Michael.Miller@curtis.com,Regular school
2515,71873559,Neelesh Tiruviluamala,Roy.Owens@butler.net,Regular school
2516,2316341,P. Uhlig,Randy.Miller@barnett.org,Regular school
2517,2219298,Talitha M. Washington,Debbie.Coleman@jones.org,Regular school
2518,17038991,Curtis L. Wesley,Richard.Alvarado@lopez-bailey.com,Regular school
2519,2087047748,David L. White,Harold.Park@mcmahon-short.com,Regular school
2520,2068644280,Ping Ye,Richard.Johns@reeves.info,Regular school
2521,113939582,A. Mikroyannidis,Kyle.Barajas@lane.info,Regular school
2522,2073452805,John Domingue,April.Fuller@austin-gould.org,Regular school
2523,2029147,Michelle Bachler,Nathan.Dixon@bradley-christensen.com,Regular school
2524,47203696,K. Quick,Mike.Mills@bryant.org,Regular school
2525,145849830,S. Vedula,Kimberly.Sanders@maldonado-fox.org,Alternative Education School
2526,145587209,N. Navab,Sharon.Murphy@key-pierce.com,Regular school
2527,48307303,R. Kikinis,Crystal.Garcia@winters-clark.com,Regular school
2528,2298266,A. Park,Juan.Powell@garcia-adkins.com,Regular school
2529,49993325,H. Feußner,Kimberly.West@poole.org,Regular school
2530,2318564,G. Forestier,Lynn.Bishop@lee.info,Regular school
2531,2458527,S. Giannarou,Kyle.Keller@brown.com,Regular school
2532,1756098,M. Hashizume,Kevin.Hayes@mccann-robinson.com,Alternative Education School
2533,2711047,Darko Katic,Anthony.Mclean@moyer.com,Regular school
2534,2464991,M. Kranzfelder,Dylan.Young@henderson.com,Regular school
2535,2209263,Anand Malpani,Chad.Fitzpatrick@grant-hayes.com,Regular school
2536,2500824,K. März,Dawn.Oneal@wade-marshall.com,Regular school
2537,1993663,T. Neumuth,Jeremy.Klein@arias-serrano.com,Regular school
2538,2655297,N. Padoy,Christina.Harmon@shepherd.info,Regular school
2539,2075188103,Carla M. Pugh,Shelia.Phillips@ortiz.com,Regular school
2540,2894418,N. Schoch,James.Garrison@lopez-simmons.com,Regular school
2541,2825517,D. Stoyanov,David.Burns@rivera.com,Regular school
2542,144041441,Russell H. Taylor,Christopher.Ramos@stuart-hayes.com,Regular school
2543,1678633,Gregory Hager,Gregory.Greer@jones-rush.info,Regular school
2544,1791709,P. Jannin,Christine.Navarro@sanchez.com,Alternative Education School
2545,1796335,D. Blei,Craig.Robertson@maxwell.org,Regular school
2546,143698002,Chang Su,Carol.Russell@baker.com,Regular school
2547,2075368169,Jie Tong,Tyler.Cook@steele-leonard.biz,Regular school
2548,143738684,Peng Cui,Andrew.Schmidt@morrison.biz,Regular school
2549,39586294,Fei Wang,Jennifer.Moore@watts.com,Regular school
